date,total_purchase_amt,total_redeem_amt,is_weekend,is_holiday,is_firstday_of_holiday,is_lastday_of_holiday,is_work,is_gonna_work_tomorrow,is_worked_yestday,is_premonth,is_tailmonth,is_second_week,is_third_week,weekday_onehot_0,weekday_onehot_1,weekday_onehot_2,weekday_onehot_3,weekday_onehot_4,weekday_onehot_5,weekday_onehot_6,dis_to_nowork,dis_from_nowork,dis_to_work,dis_from_work,dis_to_holiendday,dis_from_holiendday,dis_from_middleofweek,dis_from_endofweek,dis_from_purchase_peak,dis_from_purchase_valley,purchase_weekday_median,purchase_weekday_mean,purchase_weekday_min,purchase_weekday_max,purchase_weekday_std,purchase_weekday_skew
2014-06-28,153826161.0,283400236.0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,179786858.0,191493711.41666663,146823669.0,287240171.0,43453245.56783867,1.517344111508568
2014-06-29,158801540.0,261170799.0,1,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,174683794.5,190962041.75,129477254.0,303087562.0,56334447.09459128,1.4271612551722814
2014-06-30,334054112.0,456547794.0,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,324937272.0,305816754.61538464,158219402.0,398884905.0,74565379.11080047,-0.7341476380265158
2014-07-01,384428753.0,374164541.0,0,0,0,0,1,0,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,318002728.0,333815186.38461536,245450766.0,453955303.0,71657187.14874302,0.7376021245169833
2014-07-02,384555819.0,328950951.0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,313677307.0,323007372.3076923,260091330.0,417327518.0,50748880.82400559,0.5123112538508102
2014-07-03,297894643.0,289009780.0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,338609087.0,333667566.0769231,193045106.0,392838756.0,51551674.55794913,-1.6871539279562422
2014-07-04,211649838.0,264494550.0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,239300383.0,238387160.0,125336258.0,301413900.0,41542689.18945575,-1.5221489488959936
2014-07-05,169383796.0,272535138.0,1,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177999186.0,188596207.53846157,146823669.0,287240171.0,42894961.37382682,1.5972061817900285
2014-07-06,199569025.0,195530758.0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,166943526.0,188488157.0,129477254.0,303087562.0,54668703.51030104,1.5503153900230844
2014-07-07,272182847.0,317612569.0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325022934.5,307833708.71428573,158219402.0,398884905.0,72036499.31783846,-0.8345633237835876
2014-07-08,224240103.0,340453063.0,0,0,0,0,1,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,324304916.0,337430441.14285713,245450766.0,453955303.0,70162329.26843067,0.5691901062299703
2014-07-09,278005555.0,269642881.0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,320669380.0,327403689.9285714,260091330.0,417327518.0,51457982.58188921,0.3015652747784386
2014-07-10,283095921.0,326009240.0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,335487136.0,331112357.28571427,193045106.0,392838756.0,50443568.26782431,-1.4955184949774452
2014-07-11,208671021.0,240050748.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,238565132.5,236477351.2857143,125336258.0,301413900.0,40547561.35916675,-1.35244600820108
2014-07-12,177644343.0,149081488.0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177820619.5,187223892.42857143,146823669.0,287240171.0,41530789.14364128,1.7104390811404813
2014-07-13,179759885.0,199459990.0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,174683794.5,189279647.57142857,129477254.0,303087562.0,52607414.62442095,1.5335420083532565
2014-07-14,254797524.0,284753279.0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,324937272.0,305456984.6,158219402.0,398884905.0,70023769.29088128,-0.727781615678714
2014-07-15,334810012.0,261722182.0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,318002728.0,329884418.6,224240103.0,453955303.0,73656392.23276968,0.5086688410085025
2014-07-16,394890140.0,234775948.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,313677307.0,324110480.93333334,260091330.0,417327518.0,51200243.42876057,0.4301092840900823
2014-07-17,253011280.0,298279385.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,332365185.0,327911261.53333336,193045106.0,392838756.0,50164778.10890529,-1.247529604585942
2014-07-18,208959595.0,208671287.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,237829882.0,234623595.9333333,125336258.0,301413900.0,39726751.86161544,-1.1872425550062864
2014-07-19,210318023.0,155464283.0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177644343.0,186585255.8,146823669.0,287240171.0,40096431.73090953,1.7995049981970987
2014-07-20,176449304.0,174462836.0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,179759885.0,188644996.7333333,129477254.0,303087562.0,50753328.60947332,1.6111529989296038
2014-07-21,378088594.0,434191479.0,0,0,0,0,1,0,0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,317395270.5,302290768.3125,158219402.0,398884905.0,68824694.14333357,-0.5811118161845071
2014-07-22,243084133.0,369043423.0,0,0,0,0,1,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,324304916.0,330192268.1875,224240103.0,453955303.0,71169489.13821256,0.5064681919844563
2014-07-23,265461894.0,308353077.0,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,320669380.0,328534209.625,260091330.0,417327518.0,52533899.60098446,0.2649947743284715
2014-07-24,277044480.0,347622431.0,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,326457524.0,323230012.6875,193045106.0,392838756.0,51955398.3461505,-0.9565553265221002
2014-07-25,181641088.0,262874791.0,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,234898652.5,233019595.875,125336258.0,301413900.0,38912280.2155079,-1.0483539778226596
2014-07-26,128268053.0,282653341.0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177821764.5,188068553.75,146823669.0,287240171.0,39188582.6908422,1.66893926862097
2014-07-27,151406251.0,166610652.0,1,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,178104594.5,187882765.9375,129477254.0,303087562.0,49127076.10394669,1.6943195845787495
2014-07-28,371762756.0,345986909.0,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,324937272.0,306749463.9411765,158219402.0,398884905.0,69128471.34310319,-0.6594036613821179
2014-07-29,228093046.0,303480103.0,0,0,0,0,1,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,318002728.0,325068260.2352941,224240103.0,453955303.0,72075449.70435214,0.5704295277325319
2014-07-30,209917272.0,250117716.0,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,313677307.0,324824073.4117647,260091330.0,417327518.0,53116187.048618615,0.3576501533416629
2014-07-31,191728916.0,277194379.0,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,320549863.0,320513216.64705884,193045106.0,392838756.0,51537654.93361671,-0.7826693652897964
2014-08-01,374884735.0,252540858.0,0,0,0,0,1,0,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,231967423.0,229997330.70588237,125336258.0,301413900.0,39683871.77921176,-0.813141123908105
2014-08-02,189092130.0,172250225.0,1,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177644343.0,184550877.2352941,128268053.0,287240171.0,40621666.22678829,1.462326186129307
2014-08-03,173825397.0,127125217.0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,176449304.0,185737088.5882353,129477254.0,303087562.0,48382792.27159999,1.7695410026983434
2014-08-04,330640884.0,322907524.0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325022934.5,310361313.5,158219402.0,398884905.0,68792885.54094109,-0.7466251971666334
2014-08-05,394780870.0,221706539.0,0,0,0,0,1,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,308526141.5,319680748.3333333,224240103.0,453955303.0,73564563.18270081,0.5972582204915322
2014-08-06,288821016.0,282346594.0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,309575914.5,318440362.2222222,209917272.0,417327518.0,58214264.67703667,0.1165606107652064
2014-08-07,247646474.0,253659514.0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,319454377.0,313358533.2777778,191728916.0,392838756.0,58491861.282018274,-0.7915061562557564
2014-08-08,233903717.0,311648757.0,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,234898652.5,238046630.94444445,125336258.0,374884735.0,51462763.5659487,0.5960059447131041
2014-08-09,160262764.0,163611708.0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177821764.5,184803169.05555555,128268053.0,287240171.0,39423338.51055008,1.473096157988533
2014-08-10,259534870.0,189909225.0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,175137350.5,185075327.94444445,129477254.0,303087562.0,47022096.88055173,1.8473408783163177
2014-08-11,331550471.0,418603336.0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325108597.0,311428659.31578946,158219402.0,398884905.0,67016355.54216874,-0.8094238685938547
2014-08-12,258493673.0,309754858.0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,318002728.0,323633386.31578946,224240103.0,453955303.0,73538670.45356639,0.4467130407229139
2014-08-13,261506619.0,303975517.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,305474522.0,316881449.2631579,209917272.0,417327518.0,56980719.00508899,0.1996579542093214
2014-08-14,257702660.0,211939431.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,318358891.0,309900003.84210527,191728916.0,392838756.0,58808951.91646142,-0.619898383260777
2014-08-15,244551620.0,236516007.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,233903717.0,237828582.84210527,125336258.0,374884735.0,50021846.86980272,0.6235272264411852
2014-08-16,215059736.0,219214339.0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177644343.0,183511568.78947368,128268053.0,287240171.0,38724044.07756919,1.554478477609968
2014-08-17,149978271.0,139564084.0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,176449304.0,188994251.21052632,129477254.0,303087562.0,48785665.7494617,1.5028538257402655
2014-08-18,298499146.0,259169016.0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,327874740.5,312434749.9,158219402.0,398884905.0,65383925.80627168,-0.8704664650002638
2014-08-19,266401973.0,254929877.0,0,0,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,308526141.5,320376400.65,224240103.0,453955303.0,73044280.75731955,0.5365874874482088
2014-08-20,308378692.0,202452782.0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,301637122.0,314112707.75,209917272.0,417327518.0,56826372.36419291,0.2980128939620616
2014-08-21,251763517.0,219963356.0,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,315862990.0,307290136.65,191728916.0,392838756.0,58418276.44270535,-0.488322977755779
2014-08-22,246316056.0,179349206.0,0,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,235866799.5,238164734.7,125336258.0,374884735.0,48710893.747531615,0.6131075506053105
2014-08-23,141412027.0,199377531.0,1,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177821764.5,185088977.15,128268053.0,287240171.0,38345692.90753014,1.403181245995992
2014-08-24,130195484.0,191080151.0,1,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,175137350.5,187043452.2,129477254.0,303087562.0,48279272.91091542,1.5643394627042175
2014-08-25,309574223.0,312413411.0,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325108597.0,311771149.71428573,158219402.0,398884905.0,63800881.93343504,-0.8514403322058045
2014-08-26,306945089.0,285478563.0,0,0,0,0,1,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,299049555.0,317806189.8095238,224240103.0,453955303.0,72162450.50468385,0.6209195346828172
2014-08-27,302194801.0,468164147.0,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,305474522.0,313839659.3809524,209917272.0,417327518.0,55401628.4049381,0.3201936801049462
2014-08-28,245082751.0,297893861.0,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,313367089.0,304646011.9047619,191728916.0,392838756.0,58214084.038534135,-0.3635812985717597
2014-08-29,267554713.0,273756380.0,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,237829882.0,238552892.85714287,125336258.0,374884735.0,47510815.74813503,0.597598037213145
2014-08-30,199708772.0,196374134.0,1,0,0,0,0,0,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177644343.0,183009122.3809524,128268053.0,287240171.0,38570899.255755104,1.4016497258049796
2014-08-31,275090213.0,292943033.0,1,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,173825397.0,184336406.0952381,129477254.0,303087562.0,48664503.01858386,1.5400238584893755
2014-09-01,,,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325022934.5,311671289.40909094,158219402.0,398884905.0,62265047.066819474,-0.8629481868433438
2014-09-02,,,0,0,0,0,1,0,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,302997322.0,317312503.40909094,224240103.0,453955303.0,70461400.03402409,0.6551278111633348
2014-09-03,,,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,5,10,1,4,1,4,303834661.5,313310347.6363636,209917272.0,417327518.0,54123424.8928556,0.3572608619558426
2014-09-04,,,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,4,10,0,3,2,3,305630866.0,301938590.95454544,191728916.0,392838756.0,58213118.64834096,-0.2471520238223284
2014-09-05,,,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,3,10,1,2,3,2,238565132.5,239871157.4090909,125336258.0,374884735.0,46776278.97069352,0.5129933685859351
2014-09-06,,,1,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,3,1,2,10,2,1,4,1,177821764.5,183768197.3636364,128268053.0,287240171.0,37809350.94662476,1.348705588359746
2014-09-07,,,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,2,2,1,10,3,0,5,0,175137350.5,188461579.13636363,129477254.0,303087562.0,51281926.35812298,1.271672739950529
2014-09-08,,,0,1,0,1,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,3,0,0,3,6,1,6,325022934.5,311671289.40909094,158219402.0,398884905.0,62265047.066819474,-0.8629481868433438
2014-09-09,,,0,0,0,0,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0,10,1,2,5,0,5,302997322.0,317312503.40909094,224240103.0,453955303.0,70461400.03402409,0.6551278111633348
2014-09-10,,,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2,0,0,10,2,1,4,1,4,303834661.5,313310347.6363636,209917272.0,417327518.0,54123424.8928556,0.3572608619558426
2014-09-11,,,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,3,0,0,10,3,0,3,2,3,305630866.0,301938590.95454544,191728916.0,392838756.0,58213118.64834096,-0.2471520238223284
2014-09-12,,,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4,0,0,10,4,1,2,3,2,238565132.5,239871157.4090909,125336258.0,374884735.0,46776278.97069352,0.5129933685859351
2014-09-13,,,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,5,2,1,4,1,177821764.5,183768197.3636364,128268053.0,287240171.0,37809350.94662476,1.348705588359746
2014-09-14,,,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,175137350.5,188461579.13636363,129477254.0,303087562.0,51281926.35812298,1.271672739950529
2014-09-15,,,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325022934.5,311671289.40909094,158219402.0,398884905.0,62265047.066819474,-0.8629481868433437
2014-09-16,,,0,0,0,0,1,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,302997322.0,317312503.40909094,224240103.0,453955303.0,70461400.03402409,0.6551278111633345
2014-09-17,,,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,303834661.5,313310347.6363636,209917272.0,417327518.0,54123424.8928556,0.3572608619558425
2014-09-18,,,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,305630866.0,301938590.95454544,191728916.0,392838756.0,58213118.64834096,-0.2471520238223282
2014-09-19,,,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,238565132.5,239871157.4090909,125336258.0,374884735.0,46776278.97069353,0.512993368585935
2014-09-20,,,1,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,2,1,4,1,177821764.5,183768197.3636364,128268053.0,287240171.0,37809350.94662476,1.348705588359746
2014-09-21,,,1,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,3,0,5,0,175137350.5,188461579.13636363,129477254.0,303087562.0,51281926.35812298,1.2716727399505288
2014-09-22,,,0,0,0,0,1,0,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,3,6,1,6,325022934.5,311671289.40909094,158219402.0,398884905.0,62265047.066819474,-0.8629481868433437
2014-09-23,,,0,0,0,0,1,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,10,10,2,5,0,5,302997322.0,317312503.40909094,224240103.0,453955303.0,70461400.03402409,0.6551278111633345
2014-09-24,,,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3,0,0,10,10,1,4,1,4,303834661.5,313310347.6363636,209917272.0,417327518.0,54123424.8928556,0.3572608619558425
2014-09-25,,,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,0,0,10,10,0,3,2,3,305630866.0,301938590.95454544,191728916.0,392838756.0,58213118.64834096,-0.2471520238223282
2014-09-26,,,0,0,0,0,1,0,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,0,10,10,1,2,3,2,238565132.5,239871157.4090909,125336258.0,374884735.0,46776278.97069353,0.512993368585935
2014-09-27,,,1,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,10,10,2,1,4,1,177821764.5,183768197.3636364,128268053.0,287240171.0,37809350.94662476,1.348705588359746
2014-09-28,,,1,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,10,10,3,0,5,0,175137350.5,188461579.13636363,129477254.0,303087562.0,51281926.35812298,1.2716727399505288
2014-09-29,,,0,0,0,0,1,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,10,10,3,6,1,6,325022934.5,311671289.40909094,158219402.0,398884905.0,62265047.066819474,-0.8629481868433437
2014-09-30,,,0,0,0,0,1,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,10,10,2,5,0,5,302997322.0,317312503.40909094,224240103.0,453955303.0,70461400.03402409,0.6551278111633345
