date,total_purchase_amt,total_redeem_amt,is_weekend,is_holiday,is_firstday_of_holiday,is_lastday_of_holiday,is_firstday_of_work,is_work,is_gonna_work_tomorrow,is_secday_of_month,is_midmonth,is_tailmonth,weekday_onehot_0,weekday_onehot_1,weekday_onehot_2,weekday_onehot_5,weekday_onehot_6,dis_to_nowork,dis_from_nowork,dis_to_work,dis_from_work,dis_from_holiday,dis_to_holiendday,dis_from_endofweek,dis_from_redeem_peak,dis_from_redeem_valley,redeem_weekday_median,redeem_weekday_mean,redeem_weekday_min,redeem_weekday_max,redeem_weekday_skew
2014-07-03,297894643.0,289009780.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,266605457.0,273769580.61538464,143362755.0,418742109.0,0.4163050046602828
2014-07-04,211649838.0,264494550.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,274862067.0,267041516.3846154,121222064.0,399444352.0,0.1355520953660353
2014-07-05,169383796.0,272535138.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,154409868.0,174727642.84615386,123295320.0,283400236.0,1.3141716250835822
2014-07-06,199569025.0,195530758.0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,169525332.0,206194749.7692308,116623756.0,413222034.0,1.5285593832755624
2014-07-07,272182847.0,317612569.0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,302483018.5,328039671.5714286,170409506.0,492349489.0,0.0527052490356338
2014-07-08,224240103.0,340453063.0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,302884187.0,325654897.9285714,250015131.0,502560223.0,1.2336308654427746
2014-07-09,278005555.0,269642881.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,285583126.5,317725088.28571427,239372999.0,547295931.0,1.7008531408987486
2014-07-10,283095921.0,326009240.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,269896478.0,274858166.28571427,143362755.0,418742109.0,0.3664241434776866
2014-07-11,208671021.0,240050748.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,269678308.5,266859590.2142857,121222064.0,399444352.0,0.1482236728187491
2014-07-12,177644343.0,149081488.0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,156266415.0,181713892.5,123295320.0,283400236.0,0.99586166666463
2014-07-13,179759885.0,199459990.0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,174230027.0,205433036.07142857,116623756.0,413222034.0,1.5988085379198995
2014-07-14,254797524.0,284753279.0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,309330781.0,327344531.4,170409506.0,492349489.0,0.080058053817747
2014-07-15,334810012.0,261722182.0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,307578349.0,326641442.26666665,250015131.0,502560223.0,1.2135122735300374
2014-07-16,394890140.0,234775948.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,281835975.0,314519607.8,239372999.0,547295931.0,1.805770460626535
2014-07-17,253011280.0,298279385.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,273187499.0,278268237.8666667,143362755.0,418742109.0,0.2075751619382529
2014-07-18,208959595.0,208671287.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,264494550.0,265072334.06666663,121222064.0,399444352.0,0.2349308174472983
2014-07-19,210318023.0,155464283.0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,154409868.0,179538398.86666667,123295320.0,283400236.0,1.1067037071138577
2014-07-20,176449304.0,174462836.0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,178934722.0,205034833.0,116623756.0,413222034.0,1.6566694169124063
2014-07-21,378088594.0,434191479.0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,302483018.5,324682578.125,170409506.0,492349489.0,0.1741195903795934
2014-07-22,243084133.0,369043423.0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,302884187.0,322583988.5,250015131.0,502560223.0,1.2852580657828454
2014-07-23,265461894.0,308353077.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,280153455.5,309535629.0625,234775948.0,547295931.0,1.837169511540765
2014-07-24,277044480.0,347622431.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,279071879.5,279518934.5625,143362755.0,418742109.0,0.1427875580367913
2014-07-25,181641088.0,262874791.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,256119260.5,261547268.625,121222064.0,399444352.0,0.3599466065768336
2014-07-26,128268053.0,282653341.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,154937075.5,178033766.625,123295320.0,283400236.0,1.2050585911620415
2014-07-27,151406251.0,166610652.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,176698779.0,203124083.1875,116623756.0,413222034.0,1.7527996136068529
2014-07-28,371762756.0,345986909.0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,309330781.0,331124278.1764706,170409506.0,492349489.0,0.0386980600632763
2014-07-29,228093046.0,303480103.0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,307578349.0,325316896.4117647,250015131.0,502560223.0,1.1520128402736045
2014-07-30,209917272.0,250117716.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,281835975.0,309466067.1764706,234775948.0,547295931.0,1.884466582377949
2014-07-31,191728916.0,277194379.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,284956260.0,283525022.5882353,143362755.0,418742109.0,0.0053302765484504
2014-08-01,374884735.0,252540858.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,262874791.0,261625358.17647055,121222064.0,399444352.0,0.3646028844761892
2014-08-02,189092130.0,172250225.0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,155464283.0,184187859.2352941,123295320.0,283400236.0,0.9729767076176324
2014-08-03,173825397.0,127125217.0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,174462836.0,200976234.2941177,116623756.0,413222034.0,1.8469643372370188
2014-08-04,330640884.0,322907524.0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,313471675.0,331949979.8888889,170409506.0,492349489.0,0.0081590064038901
2014-08-05,394780870.0,221706539.0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,305529226.0,324103741.2222222,250015131.0,502560223.0,1.226866641964438
2014-08-06,288821016.0,282346594.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,280153455.5,306168936.5555556,234775948.0,547295931.0,1.9533610991130328
2014-08-07,247646474.0,253659514.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,281075319.5,283173320.1666667,143362755.0,418742109.0,0.0253862328090751
2014-08-08,233903717.0,311648757.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,257707824.5,261120663.7222222,121222064.0,399444352.0,0.3989273497231947
2014-08-09,160262764.0,163611708.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,156793622.5,183524657.3333333,123295320.0,283400236.0,1.0330089092299926
2014-08-10,259534870.0,189909225.0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,171994084.0,196873400.0,116623756.0,413222034.0,1.8721037341615
2014-08-11,331550471.0,418603336.0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,317612569.0,331474061.15789473,170409506.0,492349489.0,0.0269094815539573
2014-08-12,258493673.0,309754858.0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,303480103.0,318714414.7894737,221706539.0,502560223.0,1.109908875506596
2014-08-13,261506619.0,303975517.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,281835975.0,304915129.0526316,234775948.0,547295931.0,2.0341866655619523
2014-08-14,257702660.0,211939431.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,277194379.0,281619961.94736844,143362755.0,418742109.0,0.1070374091959967
2014-08-15,244551620.0,236516007.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,262874791.0,263780037.0526316,121222064.0,399444352.0,0.2778278419984163
2014-08-16,215059736.0,219214339.0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,158122962.0,182476607.36842105,123295320.0,283400236.0,1.1082868334065914
2014-08-17,149978271.0,139564084.0,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,174462836.0,196506864.47368425,116623756.0,413222034.0,1.9286663544000493
2014-08-18,298499146.0,259169016.0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,320260046.5,335830524.9,170409506.0,492349489.0,-0.0827421734554005
2014-08-19,266401973.0,254929877.0,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,305529226.0,318266436.95,221706539.0,502560223.0,1.1540324040297638
2014-08-20,308378692.0,202452782.0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,282091284.5,304868148.45,234775948.0,547295931.0,2.079733230524684
2014-08-21,251763517.0,219963356.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,275190939.0,278135935.4,143362755.0,418742109.0,0.1980175436651469
2014-08-22,246316056.0,179349206.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,257707824.5,262416835.55,121222064.0,399444352.0,0.3482218753333057
2014-08-23,141412027.0,199377531.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,160661322.0,184313493.95,123295320.0,283400236.0,0.9891433513263068
2014-08-24,130195484.0,191080151.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,171994084.0,193659725.45,116623756.0,413222034.0,1.986283151907112
2014-08-25,309574223.0,312413411.0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,317612569.0,332179976.85714287,170409506.0,492349489.0,0.0223583057560428
2014-08-26,306945089.0,285478563.0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,303480103.0,315250410.28571427,221706539.0,502560223.0,1.2073110876276538
2014-08-27,302194801.0,468164147.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,281835975.0,299991226.2380952,202452782.0,547295931.0,1.946665953587328
2014-08-28,245082751.0,297893861.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,273187499.0,275365812.5714286,143362755.0,418742109.0,0.2907791825768883
2014-08-29,267554713.0,273756380.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,252540858.0,258461234.14285716,121222064.0,399444352.0,0.393287626597371
2014-08-30,199708772.0,196374134.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,163199682.0,185030829.04761904,123295320.0,283400236.0,0.9563613112463348
2014-08-31,275090213.0,292943033.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,174462836.0,193536888.57142857,116623756.0,413222034.0,2.0325513477693584
2014-09-01,,,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-09-02,,,0,0,0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.276974701661583
2014-09-03,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,5,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391768
2014-09-04,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,4,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243974
2014-09-05,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,3,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-09-06,,,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,3,1,0,2,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229568
2014-09-07,,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,2,2,0,1,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.7498243963785634
2014-09-08,,,0,1,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,1,3,0,0,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-09-09,,,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,4,1,0,0,1,10,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.276974701661583
2014-09-10,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3,2,0,0,2,10,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391768
2014-09-11,,,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,3,10,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243974
2014-09-12,,,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,4,10,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-09-13,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,5,10,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229568
2014-09-14,,,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.7498243963785634
2014-09-15,,,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-09-16,,,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.2769747016615831
2014-09-17,,,0,0,0,0,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391777
2014-09-18,,,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243973
2014-09-19,,,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-09-20,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,10,10,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229564
2014-09-21,,,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,1,2,10,10,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.749824396378563
2014-09-22,,,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,5,1,0,0,10,10,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-09-23,,,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,4,2,0,0,10,10,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.2769747016615831
2014-09-24,,,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,3,3,0,0,10,10,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391777
2014-09-25,,,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,2,4,0,0,10,10,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243973
2014-09-26,,,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,5,0,0,10,10,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-09-27,,,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0,0,1,1,10,10,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229564
2014-09-28,,,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,1,0,0,10,10,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.749824396378563
2014-09-29,,,0,0,0,0,0,1,0,0,0,1,1.0,0.0,0.0,0.0,0.0,2,2,0,0,10,10,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-09-30,,,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1,3,0,0,10,10,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.2769747016615831
2014-10-01,,,0,1,1,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,7,1,0,10,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391777
2014-10-02,,,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,6,2,0,5,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243973
2014-10-03,,,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,5,3,0,4,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-10-04,,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,4,4,0,3,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229564
2014-10-05,,,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,3,5,0,2,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.749824396378563
2014-10-06,,,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,2,6,0,1,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-10-07,,,0,1,0,1,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,1,7,0,0,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.2769747016615831
2014-10-08,,,0,0,0,0,1,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,4,1,4,282091284.5,307635449.90909094,202452782.0,547295931.0,1.5873521989391777
2014-10-09,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,2,0,3,2,3,275190939.0,276389814.77272725,143362755.0,418742109.0,0.2376122493243973
2014-10-10,,,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,3,0,2,3,2,257707824.5,259156468.04545453,121222064.0,399444352.0,0.3628292334299942
2014-10-11,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0,0,2,1,4,0,1,4,1,163405695.0,185546433.8181818,123295320.0,283400236.0,0.9371746324229564
2014-10-12,,,1,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0,0,1,2,5,0,0,5,0,176698779.0,198055349.6818182,116623756.0,413222034.0,1.749824396378563
2014-10-13,,,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,10,0,6,1,6,315012990.0,331281496.59090906,170409506.0,492349489.0,0.0576954491860348
2014-10-14,,,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0,2,0,0,10,0,5,0,5,300835064.0,313897144.5,221706539.0,502560223.0,1.2769747016615831
